gene,canonical_acc,isoform_acc,topology,deletion_window,deletion_length,feature_type,feature_description,feature_begin,feature_end,overlap_residues,overlap_kind,is_inhibitory_lexical,is_disorder_lexical
SEMA6D,Q8NFY4,Q8NFY4-8,Internal Deletion / Splice,570-588;601-921;933-1068,476,Compositional bias,Polar residues,931,942,10,partial,False,True
SEMA6D,Q8NFY4,Q8NFY4-8,Internal Deletion / Splice,570-588;601-921;933-1068,476,Compositional bias,Polar residues,980,995,16,full,False,True
SEMA6D,Q8NFY4,Q8NFY4-8,Internal Deletion / Splice,570-588;601-921;933-1068,476,Compositional bias,Polar residues,1021,1037,17,full,False,True
NFIB,O00712,O00712-2,C-Terminal Loss,187-418,232,DNA binding,CTF/NF-I,1,195,9,partial,False,False
NFIB,O00712,O00712-2,C-Terminal Loss,187-418,232,Region,Disordered,189,208,20,full,False,True
NFIB,O00712,O00712-2,C-Terminal Loss,187-418,232,Region,Disordered,252,364,113,full,False,True
NFIB,O00712,O00712-2,C-Terminal Loss,187-418,232,Region,Disordered,377,420,42,partial,False,True
NFIB,O00712,O00712-2,C-Terminal Loss,187-418,232,Motif,9aaTAD,397,405,9,full,False,False
NFIB,O00712,O00712-2,C-Terminal Loss,187-418,232,Compositional bias,Polar residues,325,340,16,full,False,True
NFIB,O00712,O00712-2,C-Terminal Loss,187-418,232,Compositional bias,Polar residues,407,420,12,partial,False,True
ARMC3,Q5W041,Q5W041-5,Internal Deletion / Splice,391-865,475,Repeat,ARM 10,388,427,37,partial,False,False
ARMC3,Q5W041,Q5W041-5,Internal Deletion / Splice,391-865,475,Repeat,ARM 11,429,468,40,full,False,False
ARMC3,Q5W041,Q5W041-5,Internal Deletion / Splice,391-865,475,Repeat,ARM 12,470,509,40,full,False,False
ARMC3,Q5W041,Q5W041-5,Internal Deletion / Splice,391-865,475,Region,Disordered,610,693,84,full,False,True
ARMC3,Q5W041,Q5W041-5,Internal Deletion / Splice,391-865,475,Compositional bias,Low complexity,626,635,10,full,False,True
ARMC3,Q5W041,Q5W041-5,Internal Deletion / Splice,391-865,475,Compositional bias,Basic residues,636,646,11,full,False,True
ARMC3,Q5W041,Q5W041-5,Internal Deletion / Splice,391-865,475,Compositional bias,Basic and acidic residues,675,693,19,full,False,True
PECR,Q9BY49,Q9BY49-2,N-Terminal Loss,1-146,146,Binding site,,23,47,25,full,False,False
EFCC1,Q9HA90,Q9HA90-2,N-Terminal Loss,1-437,437,Domain,EF-hand,54,89,36,full,False,False
EFCC1,Q9HA90,Q9HA90-2,N-Terminal Loss,1-437,437,Region,Disordered,1,22,22,full,False,True
EFCC1,Q9HA90,Q9HA90-2,N-Terminal Loss,1-437,437,Region,Disordered,96,127,32,full,False,True
EFCC1,Q9HA90,Q9HA90-2,N-Terminal Loss,1-437,437,Region,Disordered,175,198,24,full,False,True
EFCC1,Q9HA90,Q9HA90-2,N-Terminal Loss,1-437,437,Region,Disordered,326,411,86,full,False,True
EFCC1,Q9HA90,Q9HA90-2,N-Terminal Loss,1-437,437,Coiled coil,,196,303,108,full,False,False
EFCC1,Q9HA90,Q9HA90-2,N-Terminal Loss,1-437,437,Compositional bias,Basic residues,175,185,11,full,False,True
EFCC1,Q9HA90,Q9HA90-2,N-Terminal Loss,1-437,437,Compositional bias,Basic and acidic residues,343,359,17,full,False,True
EFCC1,Q9HA90,Q9HA90-2,N-Terminal Loss,1-437,437,Compositional bias,Acidic residues,394,404,11,full,False,True
CDYL,Q9Y232,Q9Y232-3,N-Terminal Loss,1-289,289,Domain,Chromo,61,121,61,full,False,False
CDYL,Q9Y232,Q9Y232-3,N-Terminal Loss,1-289,289,Region,Disordered,1,76,76,full,False,True
CDYL,Q9Y232,Q9Y232-3,N-Terminal Loss,1-289,289,Region,Interaction with EZH2,61,309,229,partial,False,False
CDYL,Q9Y232,Q9Y232-3,N-Terminal Loss,1-289,289,Region,Disordered,112,149,38,full,False,True
CDYL,Q9Y232,Q9Y232-3,N-Terminal Loss,1-289,289,Region,Disordered,204,226,23,full,False,True
CDYL,Q9Y232,Q9Y232-3,N-Terminal Loss,1-289,289,Compositional bias,Polar residues,44,56,13,full,False,True
CDYL,Q9Y232,Q9Y232-3,N-Terminal Loss,1-289,289,Compositional bias,Basic and acidic residues,65,76,12,full,False,True
CDYL,Q9Y232,Q9Y232-3,N-Terminal Loss,1-289,289,Compositional bias,Basic and acidic residues,112,121,10,full,False,True
CDYL,Q9Y232,Q9Y232-3,N-Terminal Loss,1-289,289,Compositional bias,Polar residues,122,149,28,full,False,True
GRIA4,P48058,P48058-2,Internal Deletion / Splice,424-892,469,Topological domain,Extracellular,22,544,121,partial,False,False
GRIA4,P48058,P48058-2,Internal Deletion / Splice,424-892,469,Transmembrane,Helical,545,565,21,full,False,False
GRIA4,P48058,P48058-2,Internal Deletion / Splice,424-892,469,Topological domain,Cytoplasmic,566,592,27,full,False,False
GRIA4,P48058,P48058-2,Internal Deletion / Splice,424-892,469,Topological domain,Cytoplasmic,612,617,6,full,False,False
GRIA4,P48058,P48058-2,Internal Deletion / Splice,424-892,469,Transmembrane,Helical,618,638,21,full,False,False
GRIA4,P48058,P48058-2,Internal Deletion / Splice,424-892,469,Topological domain,Extracellular,639,813,175,full,False,False
GRIA4,P48058,P48058-2,Internal Deletion / Splice,424-892,469,Transmembrane,Helical; Name=M4,814,834,21,full,False,False
GRIA4,P48058,P48058-2,Internal Deletion / Splice,424-892,469,Topological domain,Cytoplasmic,835,902,58,partial,False,False
GRIA4,P48058,P48058-2,Internal Deletion / Splice,424-892,469,Binding site,,500,500,1,full,False,False
GRIA4,P48058,P48058-2,Internal Deletion / Splice,424-892,469,Binding site,,502,502,1,full,False,False
GRIA4,P48058,P48058-2,Internal Deletion / Splice,424-892,469,Binding site,,507,507,1,full,False,False
GRIA4,P48058,P48058-2,Internal Deletion / Splice,424-892,469,Binding site,,676,676,1,full,False,False
GRIA4,P48058,P48058-2,Internal Deletion / Splice,424-892,469,Binding site,,677,677,1,full,False,False
GRIA4,P48058,P48058-2,Internal Deletion / Splice,424-892,469,Binding site,,727,727,1,full,False,False
RAB3IP,Q96QF0,Q96QF0-8,N-Terminal Loss,1-222,222,Coiled coil,,165,260,58,partial,False,False
SEPTIN9,Q9UHD8,Q9UHD8-4,N-Terminal Loss,1-251,251,Region,Disordered,1,49,49,full,False,True
SEPTIN9,Q9UHD8,Q9UHD8-4,N-Terminal Loss,1-251,251,Region,Disordered,62,108,47,full,False,True
SEPTIN9,Q9UHD8,Q9UHD8-4,N-Terminal Loss,1-251,251,Region,Disordered,134,268,118,partial,False,True
SEPTIN9,Q9UHD8,Q9UHD8-4,N-Terminal Loss,1-251,251,Compositional bias,Low complexity,1,14,14,full,False,True
SEPTIN9,Q9UHD8,Q9UHD8-4,N-Terminal Loss,1-251,251,Compositional bias,Basic and acidic residues,134,151,18,full,False,True
NR2F2,P24468,P24468-3,N-Terminal Loss,1-153,153,DNA binding,Nuclear receptor,76,151,76,full,False,False
NR2F2,P24468,P24468-3,N-Terminal Loss,1-153,153,Zinc finger,NR C4-type,79,99,21,full,False,False
NR2F2,P24468,P24468-3,N-Terminal Loss,1-153,153,Zinc finger,NR C4-type,115,139,25,full,False,False
NR2F2,P24468,P24468-3,N-Terminal Loss,1-153,153,Region,Disordered,1,72,72,full,False,True
NR2F2,P24468,P24468-3,N-Terminal Loss,1-153,153,Region,Interaction with ZFPM2,117,414,37,partial,False,False
NR2F2,P24468,P24468-3,N-Terminal Loss,1-153,153,Compositional bias,Pro residues,27,37,11,full,False,True
NR2F2,P24468,P24468-3,N-Terminal Loss,1-153,153,Compositional bias,Low complexity,38,57,20,full,False,True
NR2F2,P24468,P24468-3,N-Terminal Loss,1-153,153,Compositional bias,Gly residues,58,67,10,full,False,True
SPATC1L,Q9H0A9,Q9H0A9-2,N-Terminal Loss,1-154,154,Region,Disordered,42,73,32,full,False,True
SPATC1L,Q9H0A9,Q9H0A9-2,N-Terminal Loss,1-154,154,Region,Disordered,94,135,42,full,False,True
SPATC1L,Q9H0A9,Q9H0A9-2,N-Terminal Loss,1-154,154,Compositional bias,Basic and acidic residues,123,133,11,full,False,True
GCDH,Q92947,Q92947-2,Internal Deletion / Splice,415-424,10,Binding site,,415,415,1,full,False,False
GCDH,Q92947,Q92947-2,Internal Deletion / Splice,415-424,10,Binding site,,416,418,3,full,False,False
PML,P29590,P29590-10,Internal Deletion / Splice,419-865,447,Region,Interaction with PER2,448,555,108,full,False,False
PML,P29590,P29590-10,Internal Deletion / Splice,419-865,447,Region,Disordered,467,589,123,full,False,True
PML,P29590,P29590-10,Internal Deletion / Splice,419-865,447,Region,Sumo interaction motif (SIM),556,562,7,full,False,False
PML,P29590,P29590-10,Internal Deletion / Splice,419-865,447,Motif,Nuclear localization signal,476,490,15,full,False,False
PML,P29590,P29590-10,Internal Deletion / Splice,419-865,447,Compositional bias,Polar residues,468,484,17,full,False,True
PML,P29590,P29590-10,Internal Deletion / Splice,419-865,447,Compositional bias,Basic and acidic residues,489,501,13,full,False,True
PML,P29590,P29590-10,Internal Deletion / Splice,419-865,447,Compositional bias,Polar residues,505,516,12,full,False,True
PML,P29590,P29590-14,C-Terminal Loss,419-877,459,Region,Interaction with PER2,448,555,108,full,False,False
PML,P29590,P29590-14,C-Terminal Loss,419-877,459,Region,Disordered,467,589,123,full,False,True
PML,P29590,P29590-14,C-Terminal Loss,419-877,459,Region,Sumo interaction motif (SIM),556,562,7,full,False,False
PML,P29590,P29590-14,C-Terminal Loss,419-877,459,Motif,Nuclear localization signal,476,490,15,full,False,False
PML,P29590,P29590-14,C-Terminal Loss,419-877,459,Compositional bias,Polar residues,468,484,17,full,False,True
PML,P29590,P29590-14,C-Terminal Loss,419-877,459,Compositional bias,Basic and acidic residues,489,501,13,full,False,True
PML,P29590,P29590-14,C-Terminal Loss,419-877,459,Compositional bias,Polar residues,505,516,12,full,False,True
ZNF24,P17028,P17028-2,C-Terminal Loss,190-364,175,Zinc finger,C2H2-type 1,251,273,23,full,False,False
ZNF24,P17028,P17028-2,C-Terminal Loss,190-364,175,Zinc finger,C2H2-type 2,279,301,23,full,False,False
ZNF24,P17028,P17028-2,C-Terminal Loss,190-364,175,Zinc finger,C2H2-type 3,307,329,23,full,False,False
ZNF24,P17028,P17028-2,C-Terminal Loss,190-364,175,Zinc finger,C2H2-type 4,335,357,23,full,False,False
ZNF24,P17028,P17028-2,C-Terminal Loss,190-364,175,Region,Necessary and sufficient for nuclear localization,251,301,51,full,False,False
TRIP10,Q15642,Q15642-5,Internal Deletion / Splice,334-593,260,Domain,REM-1,393,470,78,full,False,False
TRIP10,Q15642,Q15642-5,Internal Deletion / Splice,334-593,260,Domain,SH3,540,601,54,partial,False,False
TRIP10,Q15642,Q15642-5,Internal Deletion / Splice,334-593,260,Region,Disordered,280,358,25,partial,False,True
TRIP10,Q15642,Q15642-5,Internal Deletion / Splice,334-593,260,Region,Interaction with PDE6G,293,601,260,partial,False,False
TRIP10,Q15642,Q15642-5,Internal Deletion / Splice,334-593,260,Region,Interaction with CDC42,293,537,204,partial,False,False
TRIP10,Q15642,Q15642-5,Internal Deletion / Splice,334-593,260,Region,Disordered,390,420,31,full,False,True
TRIP10,Q15642,Q15642-5,Internal Deletion / Splice,334-593,260,Region,Required for interaction with FASLG and localization to lysosomes,471,601,123,partial,False,False
TRIP10,Q15642,Q15642-5,Internal Deletion / Splice,334-593,260,Region,Disordered,479,543,65,full,False,True
TRIP10,Q15642,Q15642-5,Internal Deletion / Splice,334-593,260,Region,Interaction with DNM2 and WASL,487,541,55,full,False,False
TRIP10,Q15642,Q15642-5,Internal Deletion / Splice,334-593,260,Region,Interaction with DNM1 and WASL,529,601,65,partial,False,False
TRIP10,Q15642,Q15642-5,Internal Deletion / Splice,334-593,260,Region,Required for podosome formation,538,601,56,partial,False,False
TRIP10,Q15642,Q15642-5,Internal Deletion / Splice,334-593,260,Region,Interaction with WAS,544,601,50,partial,False,False
TRIP10,Q15642,Q15642-5,Internal Deletion / Splice,334-593,260,Region,"Interaction with ARHGAP17, DAAM1, DIAPH1 and DIAPH2",546,601,48,partial,False,False
TRIP10,Q15642,Q15642-5,Internal Deletion / Splice,334-593,260,Coiled coil,,388,481,94,full,False,False
TRIP10,Q15642,Q15642-5,Internal Deletion / Splice,334-593,260,Compositional bias,Low complexity,336,346,11,full,False,True
TRIP10,Q15642,Q15642-5,Internal Deletion / Splice,334-593,260,Compositional bias,Basic and acidic residues,407,420,14,full,False,True
TRIP10,Q15642,Q15642-5,Internal Deletion / Splice,334-593,260,Compositional bias,Low complexity,497,506,10,full,False,True
TRIP10,Q15642,Q15642-5,Internal Deletion / Splice,334-593,260,Compositional bias,Acidic residues,529,538,10,full,False,True
CASP5,P51878,P51878-3,N-Terminal Loss,3-144,142,Propeptide,,1,136,134,partial,True,False
CASP5,P51878,P51878-3,N-Terminal Loss,3-144,142,Domain,CARD,56,148,89,partial,False,False
SCARF1,Q14162,Q14162-4,C-Terminal Loss,338-830,493,Topological domain,Extracellular,20,421,84,partial,False,False
SCARF1,Q14162,Q14162-4,C-Terminal Loss,338-830,493,Transmembrane,Helical,422,442,21,full,False,False
SCARF1,Q14162,Q14162-4,C-Terminal Loss,338-830,493,Topological domain,Cytoplasmic,443,830,388,full,False,False
SCARF1,Q14162,Q14162-4,C-Terminal Loss,338-830,493,Domain,EGF-like 5,302,339,2,partial,False,False
SCARF1,Q14162,Q14162-4,C-Terminal Loss,338-830,493,Domain,EGF-like 6,351,382,32,full,False,False
SCARF1,Q14162,Q14162-4,C-Terminal Loss,338-830,493,Region,Disordered,516,539,24,full,False,True
SCARF1,Q14162,Q14162-4,C-Terminal Loss,338-830,493,Region,Disordered,581,688,108,full,False,True
SCARF1,Q14162,Q14162-4,C-Terminal Loss,338-830,493,Region,Disordered,715,830,116,full,False,True
SCARF1,Q14162,Q14162-4,C-Terminal Loss,338-830,493,Compositional bias,Acidic residues,634,643,10,full,False,True
SCARF1,Q14162,Q14162-4,C-Terminal Loss,338-830,493,Compositional bias,Low complexity,644,653,10,full,False,True
SCARF1,Q14162,Q14162-5,C-Terminal Loss,338-825,488,Topological domain,Extracellular,20,421,84,partial,False,False
SCARF1,Q14162,Q14162-5,C-Terminal Loss,338-825,488,Transmembrane,Helical,422,442,21,full,False,False
SCARF1,Q14162,Q14162-5,C-Terminal Loss,338-825,488,Topological domain,Cytoplasmic,443,830,383,partial,False,False
SCARF1,Q14162,Q14162-5,C-Terminal Loss,338-825,488,Domain,EGF-like 5,302,339,2,partial,False,False
SCARF1,Q14162,Q14162-5,C-Terminal Loss,338-825,488,Domain,EGF-like 6,351,382,32,full,False,False
SCARF1,Q14162,Q14162-5,C-Terminal Loss,338-825,488,Region,Disordered,516,539,24,full,False,True
SCARF1,Q14162,Q14162-5,C-Terminal Loss,338-825,488,Region,Disordered,581,688,108,full,False,True
SCARF1,Q14162,Q14162-5,C-Terminal Loss,338-825,488,Region,Disordered,715,830,111,partial,False,True
SCARF1,Q14162,Q14162-5,C-Terminal Loss,338-825,488,Compositional bias,Acidic residues,634,643,10,full,False,True
SCARF1,Q14162,Q14162-5,C-Terminal Loss,338-825,488,Compositional bias,Low complexity,644,653,10,full,False,True
PDE9A,O76083,O76083-7,N-Terminal Loss,1-207,207,Region,Disordered,87,141,55,full,False,True
PDE9A,O76083,O76083-7,N-Terminal Loss,1-207,207,Compositional bias,Basic and acidic residues,104,122,19,full,False,True
MFN1,Q8IWA4,Q8IWA4-2,C-Terminal Loss,367-737,371,Topological domain,Cytoplasmic,1,584,218,partial,False,False
MFN1,Q8IWA4,Q8IWA4-2,C-Terminal Loss,367-737,371,Transmembrane,Helical; Name=1,585,605,21,full,False,False
MFN1,Q8IWA4,Q8IWA4-2,C-Terminal Loss,367-737,371,Topological domain,Mitochondrial intermembrane,606,608,3,full,False,False
MFN1,Q8IWA4,Q8IWA4-2,C-Terminal Loss,367-737,371,Transmembrane,Helical; Name=2,609,629,21,full,False,False
MFN1,Q8IWA4,Q8IWA4-2,C-Terminal Loss,367-737,371,Topological domain,Cytoplasmic,630,741,108,partial,False,False
MFN1,Q8IWA4,Q8IWA4-2,C-Terminal Loss,367-737,371,Region,"Part of a helix bundle domain, formed by helices from N-terminal and C-terminal regions",703,734,32,full,False,False
MFN1,Q8IWA4,Q8IWA4-2,C-Terminal Loss,367-737,371,Coiled coil,,371,408,38,full,False,False
MFN1,Q8IWA4,Q8IWA4-2,C-Terminal Loss,367-737,371,Coiled coil,,679,734,56,full,False,False
NOS3,P29474,P29474-3,C-Terminal Loss,585-840;859-864;877-1203,589,Domain,Flavodoxin-like,520,703,119,partial,False,False
NOS3,P29474,P29474-3,C-Terminal Loss,585-840;859-864;877-1203,589,Domain,FAD-binding FR-type,756,1002,217,partial,False,False
NOS3,P29474,P29474-3,C-Terminal Loss,585-840;859-864;877-1203,589,Binding site,,654,654,1,full,False,False
NOS3,P29474,P29474-3,C-Terminal Loss,585-840;859-864;877-1203,589,Binding site,,661,661,1,full,False,False
NOS3,P29474,P29474-3,C-Terminal Loss,585-840;859-864;877-1203,589,Binding site,,687,687,1,full,False,False
NOS3,P29474,P29474-3,C-Terminal Loss,585-840;859-864;877-1203,589,Binding site,,691,691,1,full,False,False
NOS3,P29474,P29474-3,C-Terminal Loss,585-840;859-864;877-1203,589,Binding site,,776,776,1,full,False,False
NOS3,P29474,P29474-3,C-Terminal Loss,585-840;859-864;877-1203,589,Binding site,,798,798,1,full,False,False
NOS3,P29474,P29474-3,C-Terminal Loss,585-840;859-864;877-1203,589,Binding site,,938,938,1,full,False,False
NOS3,P29474,P29474-3,C-Terminal Loss,585-840;859-864;877-1203,589,Binding site,,940,940,1,full,False,False
NOS3,P29474,P29474-3,C-Terminal Loss,585-840;859-864;877-1203,589,Binding site,,941,941,1,full,False,False
NOS3,P29474,P29474-3,C-Terminal Loss,585-840;859-864;877-1203,589,Binding site,,956,956,1,full,False,False
NOS3,P29474,P29474-3,C-Terminal Loss,585-840;859-864;877-1203,589,Binding site,,958,958,1,full,False,False
NOS3,P29474,P29474-3,C-Terminal Loss,585-840;859-864;877-1203,589,Binding site,,962,962,1,full,False,False
NOS3,P29474,P29474-3,C-Terminal Loss,585-840;859-864;877-1203,589,Binding site,,975,975,1,full,False,False
NOS3,P29474,P29474-3,C-Terminal Loss,585-840;859-864;877-1203,589,Binding site,,976,976,1,full,False,False
NOS3,P29474,P29474-3,C-Terminal Loss,585-840;859-864;877-1203,589,Binding site,,977,977,1,full,False,False
NOS3,P29474,P29474-3,C-Terminal Loss,585-840;859-864;877-1203,589,Binding site,,1016,1016,1,full,False,False
NOS3,P29474,P29474-3,C-Terminal Loss,585-840;859-864;877-1203,589,Binding site,,1049,1049,1,full,False,False
NOS3,P29474,P29474-3,C-Terminal Loss,585-840;859-864;877-1203,589,Binding site,,1078,1078,1,full,False,False
NOS3,P29474,P29474-3,C-Terminal Loss,585-840;859-864;877-1203,589,Binding site,,1079,1079,1,full,False,False
NOS3,P29474,P29474-3,C-Terminal Loss,585-840;859-864;877-1203,589,Binding site,,1085,1085,1,full,False,False
NOS3,P29474,P29474-3,C-Terminal Loss,585-840;859-864;877-1203,589,Binding site,,1087,1087,1,full,False,False
NOS3,P29474,P29474-3,C-Terminal Loss,585-840;859-864;877-1203,589,Binding site,,1089,1089,1,full,False,False
TBC1D2,Q9BYX2,Q9BYX2-6,N-Terminal Loss,1-460,460,Domain,PH,45,142,98,full,False,False
TBC1D2,Q9BYX2,Q9BYX2-6,N-Terminal Loss,1-460,460,Region,Interaction with CADH1,1,169,169,full,False,False
TBC1D2,Q9BYX2,Q9BYX2-6,N-Terminal Loss,1-460,460,Region,Disordered,1,39,39,full,False,True
TBC1D2,Q9BYX2,Q9BYX2-6,N-Terminal Loss,1-460,460,Region,Disordered,225,275,51,full,False,True
TBC1D2,Q9BYX2,Q9BYX2-6,N-Terminal Loss,1-460,460,Region,Interaction with RAC1,295,433,139,full,False,False
TBC1D2,Q9BYX2,Q9BYX2-6,N-Terminal Loss,1-460,460,Coiled coil,,298,416,119,full,False,False
TBC1D2,Q9BYX2,Q9BYX2-6,N-Terminal Loss,1-460,460,Compositional bias,Low complexity,1,19,19,full,False,True
TFAP2C,Q92754,Q92754-2,N-Terminal Loss,1-169,169,Region,Disordered,13,63,51,full,False,True
TFAP2C,Q92754,Q92754-2,N-Terminal Loss,1-169,169,Region,Disordered,90,126,37,full,False,True
TFAP2C,Q92754,Q92754-2,N-Terminal Loss,1-169,169,Motif,PPxY motif,59,64,6,full,False,False
TFAP2C,Q92754,Q92754-2,N-Terminal Loss,1-169,169,Compositional bias,Polar residues,95,110,16,full,False,True
MASP2,O00187,O00187-2,C-Terminal Loss,182-682,501,Domain,CUB 2,184,296,113,full,False,False
MASP2,O00187,O00187-2,C-Terminal Loss,182-682,501,Domain,Sushi 1,298,363,66,full,False,False
MASP2,O00187,O00187-2,C-Terminal Loss,182-682,501,Domain,Sushi 2,364,432,69,full,False,False
MASP2,O00187,O00187-2,C-Terminal Loss,182-682,501,Domain,Peptidase S1,445,684,238,partial,False,False
MASP2,O00187,O00187-2,C-Terminal Loss,182-682,501,Active site,Charge relay system,483,483,1,full,False,False
MASP2,O00187,O00187-2,C-Terminal Loss,182-682,501,Active site,Charge relay system,532,532,1,full,False,False
MASP2,O00187,O00187-2,C-Terminal Loss,182-682,501,Active site,Charge relay system,633,633,1,full,False,False
MASP2,O00187,O00187-2,C-Terminal Loss,182-682,501,Binding site,,234,234,1,full,False,False
MASP2,O00187,O00187-2,C-Terminal Loss,182-682,501,Binding site,,244,244,1,full,False,False
MASP2,O00187,O00187-2,C-Terminal Loss,182-682,501,Binding site,,281,281,1,full,False,False
MASP2,O00187,O00187-2,C-Terminal Loss,182-682,501,Binding site,,283,283,1,full,False,False
MCTP1,Q6DN14,Q6DN14-5,N-Terminal Loss,1-484,484,Domain,C2 1,242,360,119,full,False,False
MCTP1,Q6DN14,Q6DN14-5,N-Terminal Loss,1-484,484,Domain,C2 2,452,569,33,partial,False,False
MCTP1,Q6DN14,Q6DN14-5,N-Terminal Loss,1-484,484,Region,Disordered,1,241,241,full,False,True
MCTP1,Q6DN14,Q6DN14-5,N-Terminal Loss,1-484,484,Compositional bias,Low complexity,1,19,19,full,False,True
MCTP1,Q6DN14,Q6DN14-5,N-Terminal Loss,1-484,484,Compositional bias,Gly residues,34,44,11,full,False,True
MCTP1,Q6DN14,Q6DN14-5,N-Terminal Loss,1-484,484,Compositional bias,Low complexity,65,79,15,full,False,True
MCTP1,Q6DN14,Q6DN14-5,N-Terminal Loss,1-484,484,Compositional bias,Polar residues,92,101,10,full,False,True
MCTP1,Q6DN14,Q6DN14-5,N-Terminal Loss,1-484,484,Compositional bias,Low complexity,131,141,11,full,False,True
MCTP1,Q6DN14,Q6DN14-5,N-Terminal Loss,1-484,484,Compositional bias,Low complexity,149,169,21,full,False,True
MCTP1,Q6DN14,Q6DN14-5,N-Terminal Loss,1-484,484,Compositional bias,Basic and acidic residues,175,185,11,full,False,True
MCTP1,Q6DN14,Q6DN14-5,N-Terminal Loss,1-484,484,Compositional bias,Basic and acidic residues,228,238,11,full,False,True
MCTP1,Q6DN14,Q6DN14-5,N-Terminal Loss,1-484,484,Binding site,,277,277,1,full,False,False
MCTP1,Q6DN14,Q6DN14-5,N-Terminal Loss,1-484,484,Binding site,,277,277,1,full,False,False
MCTP1,Q6DN14,Q6DN14-5,N-Terminal Loss,1-484,484,Binding site,,283,283,1,full,False,False
MCTP1,Q6DN14,Q6DN14-5,N-Terminal Loss,1-484,484,Binding site,,330,330,1,full,False,False
MCTP1,Q6DN14,Q6DN14-5,N-Terminal Loss,1-484,484,Binding site,,330,330,1,full,False,False
MCTP1,Q6DN14,Q6DN14-5,N-Terminal Loss,1-484,484,Binding site,,332,332,1,full,False,False
MCTP1,Q6DN14,Q6DN14-5,N-Terminal Loss,1-484,484,Binding site,,332,332,1,full,False,False
MCTP1,Q6DN14,Q6DN14-5,N-Terminal Loss,1-484,484,Binding site,,338,338,1,full,False,False
UPRT,Q96BW1,Q96BW1-3,N-Terminal Loss,1-114;282-309,142,Region,Disordered,1,38,38,full,False,True
UPRT,Q96BW1,Q96BW1-3,N-Terminal Loss,1-114;282-309,142,Compositional bias,Polar residues,13,26,14,full,False,True
UPRT,Q96BW1,Q96BW1-3,N-Terminal Loss,1-114;282-309,142,Binding site,,299,301,3,full,False,False
UMPS,P11172,P11172-2,N-Terminal Loss,1-178,178,Region,OPRTase,2,214,177,partial,False,False
RIOX1,Q9H6W3,Q9H6W3-2,N-Terminal Loss,1-212,212,Region,Disordered,1,35,35,full,False,True
RIOX1,Q9H6W3,Q9H6W3-2,N-Terminal Loss,1-212,212,Region,Disordered,54,80,27,full,False,True
RIOX1,Q9H6W3,Q9H6W3-2,N-Terminal Loss,1-212,212,Compositional bias,Basic residues,12,23,12,full,False,True
PIP4K2B,P78356,P78356-2,Internal Deletion / Splice,275-409,135,Domain,PIPK,38,415,135,partial,False,False
PIP4K2B,P78356,P78356-2,Internal Deletion / Splice,275-409,135,Binding site,,369,369,1,full,False,False
ASNS,P08243,P08243-2,N-Terminal Loss,1-21,21,Domain,Glutamine amidotransferase type-2,2,191,20,partial,False,False
ASNS,P08243,P08243-2,N-Terminal Loss,1-21,21,Active site,For GATase activity,2,2,1,full,False,False
WEE1,P30291,P30291-2,N-Terminal Loss,1-214,214,Region,Disordered,1,181,181,full,False,True
WEE1,P30291,P30291-2,N-Terminal Loss,1-214,214,Compositional bias,Acidic residues,32,43,12,full,False,True
WEE1,P30291,P30291-2,N-Terminal Loss,1-214,214,Compositional bias,Low complexity,94,103,10,full,False,True
WEE1,P30291,P30291-2,N-Terminal Loss,1-214,214,Compositional bias,Basic and acidic residues,158,170,13,full,False,True
TERF2,Q15554,Q15554-4,C-Terminal Loss,281-317;328-539,249,Domain,HTH myb-type,484,541,56,partial,False,False
TERF2,Q15554,Q15554-4,C-Terminal Loss,281-317;328-539,249,DNA binding,H-T-H motif,512,537,26,full,False,False
TERF2,Q15554,Q15554-4,C-Terminal Loss,281-317;328-539,249,Region,TRFH dimerization,84,287,7,partial,False,False
TERF2,Q15554,Q15554-4,C-Terminal Loss,281-317;328-539,249,Region,Disordered,288,323,30,partial,False,True
TERF2,Q15554,Q15554-4,C-Terminal Loss,281-317;328-539,249,Region,Disordered,358,464,107,full,False,True
TERF2,Q15554,Q15554-4,C-Terminal Loss,281-317;328-539,249,Motif,Nuclear localization signal,371,375,5,full,False,False
TERF2,Q15554,Q15554-4,C-Terminal Loss,281-317;328-539,249,Compositional bias,Polar residues,412,425,14,full,False,True
P3H1,Q32P28,Q32P28-2,C-Terminal Loss,361-733,373,Domain,Fe2OG dioxygenase,564,678,115,full,False,False
P3H1,Q32P28,Q32P28-2,C-Terminal Loss,361-733,373,Region,Disordered,699,736,35,partial,False,True
P3H1,Q32P28,Q32P28-2,C-Terminal Loss,361-733,373,Coiled coil,,401,439,39,full,False,False
P3H1,Q32P28,Q32P28-2,C-Terminal Loss,361-733,373,Motif,Prevents secretion from ER,733,736,1,partial,False,False
P3H1,Q32P28,Q32P28-2,C-Terminal Loss,361-733,373,Active site,,669,669,1,full,False,False
P3H1,Q32P28,Q32P28-2,C-Terminal Loss,361-733,373,Binding site,,587,587,1,full,False,False
P3H1,Q32P28,Q32P28-2,C-Terminal Loss,361-733,373,Binding site,,589,589,1,full,False,False
P3H1,Q32P28,Q32P28-2,C-Terminal Loss,361-733,373,Binding site,,659,659,1,full,False,False
REEP3,Q6NUK4,Q6NUK4-2,Internal Deletion / Splice,138-246,109,Region,Disordered,158,242,85,full,False,True
